Date,AGG,IXC,IXG,IXJ,IXN,IXP,IYR,JXI,KXI,MXI,RXI
2007-03-21,100.73999786376952,35.983333587646484,90.75,29.209999084472656,58.310001373291016,65.87999725341797,87.81999969482422,60.65999984741211,28.0049991607666,62.75,59.93000030517578
2007-03-22,100.5500030517578,36.35333251953125,90.43000030517578,29.100000381469727,57.84000015258789,65.93000030517578,87.75,60.400001525878906,27.8799991607666,62.34000015258789,59.4900016784668
2007-03-23,100.41000366210938,36.7400016784668,90.62999725341795,29.09499931335449,57.959999084472656,65.44000244140625,87.05000305175781,60.84000015258789,27.915000915527344,62.56999969482422,59.93000030517578
2007-03-26,100.3499984741211,37.119998931884766,90.25,29.049999237060547,57.84999847412109,65.76000213623047,85.69999694824219,60.61000061035156,27.975000381469727,63.0099983215332,59.7599983215332
2007-03-27,100.37000274658205,37.02999877929688,89.55999755859375,28.9950008392334,57.790000915527344,65.56999969482422,84.98999786376953,60.77999877929688,27.834999084472656,62.650001525878906,59.2599983215332
2007-03-28,100.41999816894533,37.13333511352539,88.54000091552734,28.75,57.25,64.80999755859375,84.0,60.459999084472656,27.71500015258789,61.959999084472656,58.65999984741211
2007-03-29,100.26000213623048,37.56333160400391,89.37000274658203,28.834999084472656,57.20000076293945,65.80000305175781,84.44999694824219,60.59000015258789,27.850000381469727,62.68999862670898,58.959999084472656
2007-03-30,100.26000213623048,37.150001525878906,89.43000030517578,28.81999969482422,57.13999938964844,65.69000244140625,85.23999786376953,60.45000076293945,27.920000076293945,62.63999938964844,59.040000915527344
2007-04-02,100.0,37.23333358764648,89.2300033569336,28.90999984741211,57.20000076293945,66.30000305175781,86.25,61.59999847412109,27.549999237060547,62.59999847412109,59.15999984741211
2007-04-03,99.9000015258789,37.47999954223633,89.88999938964844,29.170000076293945,57.79999923706055,66.80999755859375,87.0,62.02999877929688,28.375,63.4900016784668,59.630001068115234
2007-04-04,100.01000213623048,37.5433349609375,90.37000274658205,29.295000076293945,58.119998931884766,66.97000122070312,86.43000030517578,62.16999816894531,28.399999618530277,63.77999877929688,59.970001220703125
2007-04-05,99.91999816894533,37.76333236694336,90.70999908447266,29.5,58.61000061035156,67.2699966430664,86.5,62.33000183105469,28.450000762939453,63.93999862670898,60.2599983215332
2007-04-09,99.54000091552734,37.62333297729492,90.37000274658205,29.51499938964844,58.5099983215332,66.8499984741211,86.44000244140625,62.31999969482422,28.440000534057617,64.33999633789062,60.38999938964844
2007-04-10,99.69000244140624,38.060001373291016,91.19000244140624,29.475000381469727,58.630001068115234,67.56999969482422,86.66000366210938,62.619998931884766,28.46999931335449,64.7300033569336,60.310001373291016
2007-04-11,99.62999725341795,37.86000061035156,90.6999969482422,29.38999938964844,58.369998931884766,66.93000030517578,85.5,62.369998931884766,28.309999465942383,64.3499984741211,60.08000183105469
2007-04-12,99.75,38.5,91.12999725341795,29.61000061035156,58.70000076293945,67.18000030517578,85.05000305175781,62.54999923706055,28.545000076293945,64.7699966430664,60.310001373291016
2007-04-13,99.58999633789062,38.81333160400391,91.41999816894533,30.09000015258789,58.81999969482422,67.55000305175781,85.9800033569336,62.59999847412109,28.584999084472656,64.93000030517578,60.43999862670898
2007-04-16,99.79000091552734,38.95000076293945,92.87999725341795,30.30500030517578,59.2599983215332,68.20999908447266,85.95999908447266,62.88999938964844,28.709999084472656,65.69999694824219,60.93000030517578
2007-04-17,100.08000183105467,38.9466667175293,93.13999938964844,30.43000030517578,59.20000076293945,68.45999908447266,87.19000244140625,63.060001373291016,28.84499931335449,65.45999908447266,61.150001525878906
2007-04-18,100.2300033569336,38.81666564941406,93.58000183105467,30.459999084472656,59.18999862670898,68.18000030517578,86.87999725341797,63.2599983215332,28.82999992370605,65.12000274658203,60.959999084472656
2007-04-19,100.19000244140624,38.3033332824707,93.23999786376952,30.625,59.09999847412109,68.11000061035156,86.12999725341797,62.84999847412109,28.815000534057617,64.73999786376953,60.81999969482422
2007-04-20,100.13999938964844,38.93000030517578,94.36000061035156,30.854999542236328,59.5099983215332,68.9000015258789,87.06999969482422,63.09999847412109,28.989999771118164,65.2699966430664,61.220001220703125
2007-04-23,100.23999786376952,38.96666717529297,93.52999877929688,30.684999465942383,59.380001068115234,68.44000244140625,87.80999755859375,63.09999847412109,28.899999618530277,65.01000213623047,61.130001068115234
2007-04-24,100.29000091552734,38.81999969482422,93.16999816894533,30.75,59.7400016784668,68.16999816894531,87.20999908447266,63.02000045776367,28.98500061035156,64.77999877929688,60.900001525878906
2007-04-25,100.33000183105467,39.459999084472656,94.41999816894533,30.8700008392334,60.25,68.51000213623047,87.33000183105469,64.13999938964844,29.174999237060547,65.30000305175781,61.5099983215332
